"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.03772218750E+009, -3.51737303990E-001, +0.00000000000E+000
+1.04022200000E+009, -3.53002012069E-001, +0.00000000000E+000
+1.04272181250E+009, -3.54151931717E-001, +0.00000000000E+000
+1.04522162500E+009, -3.54470986630E-001, +0.00000000000E+000
+1.04772143750E+009, -3.56623179036E-001, +0.00000000000E+000
+1.05022125000E+009, -3.58129491120E-001, +0.00000000000E+000
+1.05272106250E+009, -3.59257787668E-001, +0.00000000000E+000
+1.05522087500E+009, -3.62434769634E-001, +0.00000000000E+000
+1.05772068750E+009, -3.64098419377E-001, +0.00000000000E+000
+1.06022050000E+009, -3.65405237932E-001, +0.00000000000E+000
+1.06272031250E+009, -3.66265121264E-001, +0.00000000000E+000
+1.06522012500E+009, -3.66651828349E-001, +0.00000000000E+000
+1.06771993750E+009, -3.68746232305E-001, +0.00000000000E+000
+1.07021975000E+009, -3.69548200607E-001, +0.00000000000E+000
+1.07271956250E+009, -3.72791947012E-001, +0.00000000000E+000
+1.07521937500E+009, -3.73665206199E-001, +0.00000000000E+000
+1.07771918750E+009, -3.75008215279E-001, +0.00000000000E+000
+1.08021900000E+009, -3.76168638668E-001, +0.00000000000E+000
+1.08271881250E+009, -3.77649712398E-001, +0.00000000000E+000
+1.08521862500E+009, -3.79103342742E-001, +0.00000000000E+000
+1.08771843750E+009, -3.80765033994E-001, +0.00000000000E+000
+1.09021825000E+009, -3.84468430997E-001, +0.00000000000E+000
+1.09271806250E+009, -3.83535902385E-001, +0.00000000000E+000
+1.09521787500E+009, -3.85591610119E-001, +0.00000000000E+000
+1.09771768750E+009, -3.87427013401E-001, +0.00000000000E+000
+1.10021750000E+009, -3.88924565269E-001, +0.00000000000E+000
+1.10271731250E+009, -3.89119939673E-001, +0.00000000000E+000
+1.10521712500E+009, -3.91980804993E-001, +0.00000000000E+000
+1.10771693750E+009, -3.93621197418E-001, +0.00000000000E+000
+1.11021675000E+009, -3.95703821937E-001, +0.00000000000E+000
+1.11271656250E+009, -3.97819087158E-001, +0.00000000000E+000
+1.11521637500E+009, -3.98881252615E-001, +0.00000000000E+000
+1.11771618750E+009, -4.01290353055E-001, +0.00000000000E+000
+1.12021600000E+009, -4.03330592461E-001, +0.00000000000E+000
+1.12271581250E+009, -4.02884740381E-001, +0.00000000000E+000
+1.12521562500E+009, -4.06047340217E-001, +0.00000000000E+000
+1.12771543750E+009, -4.07672504920E-001, +0.00000000000E+000
+1.13021525000E+009, -4.08737730126E-001, +0.00000000000E+000
+1.13271506250E+009, -4.10476062762E-001, +0.00000000000E+000
+1.13521487500E+009, -4.12794679731E-001, +0.00000000000E+000
+1.13771468750E+009, -4.14485894896E-001, +0.00000000000E+000
+1.14021450000E+009, -4.16758615453E-001, +0.00000000000E+000
+1.14271431250E+009, -4.17817688631E-001, +0.00000000000E+000
+1.14521412500E+009, -4.20433996419E-001, +0.00000000000E+000
+1.14771393750E+009, -4.21118246924E-001, +0.00000000000E+000
+1.15021375000E+009, -4.23883301705E-001, +0.00000000000E+000
+1.15271356250E+009, -4.24177807585E-001, +0.00000000000E+000
+1.15521337500E+009, -4.27019859281E-001, +0.00000000000E+000
+1.15771318750E+009, -4.28468674129E-001, +0.00000000000E+000
+1.16021300000E+009, -4.31062418429E-001, +0.00000000000E+000
+1.16271281250E+009, -4.31860387631E-001, +0.00000000000E+000
+1.16521262500E+009, -4.33447820485E-001, +0.00000000000E+000
+1.16771243750E+009, -4.35843685254E-001, +0.00000000000E+000
+1.17021225000E+009, -4.37882656606E-001, +0.00000000000E+000
+1.17271206250E+009, -4.39123352921E-001, +0.00000000000E+000
+1.17521187500E+009, -4.40545683228E-001, +0.00000000000E+000
+1.17771168750E+009, -4.42113161734E-001, +0.00000000000E+000
+1.18021150000E+009, -4.44045791134E-001, +0.00000000000E+000
+1.18271131250E+009, -4.45897349533E-001, +0.00000000000E+000
+1.18521112500E+009, -4.47462003878E-001, +0.00000000000E+000
+1.18771093750E+009, -4.47896034032E-001, +0.00000000000E+000
+1.19021075000E+009, -4.51713046568E-001, +0.00000000000E+000
+1.19271056250E+009, -4.52026225505E-001, +0.00000000000E+000
+1.19521037500E+009, -4.53708825523E-001, +0.00000000000E+000
+1.19771018750E+009, -4.56392158430E-001, +0.00000000000E+000
+1.20021000000E+009, -4.57907812312E-001, +0.00000000000E+000
+1.20270981250E+009, -4.58333978651E-001, +0.00000000000E+000
+1.20520962500E+009, -4.59872099907E-001, +0.00000000000E+000
+1.20770943750E+009, -4.61889436729E-001, +0.00000000000E+000
+1.21020925000E+009, -4.63800230566E-001, +0.00000000000E+000
+1.21270906250E+009, -4.64674849790E-001, +0.00000000000E+000
+1.21520887500E+009, -4.67524996537E-001, +0.00000000000E+000
+1.21770868750E+009, -4.67604894376E-001, +0.00000000000E+000
+1.22020850000E+009, -4.70194051707E-001, +0.00000000000E+000
+1.22270831250E+009, -4.71293303327E-001, +0.00000000000E+000
+1.22520812500E+009, -4.73937249679E-001, +0.00000000000E+000
+1.22770793750E+009, -4.75918575922E-001, +0.00000000000E+000
+1.23020775000E+009, -4.76398064385E-001, +0.00000000000E+000
+1.23270756250E+009, -4.79149961271E-001, +0.00000000000E+000
+1.23520737500E+009, -4.80014263319E-001, +0.00000000000E+000
+1.23770718750E+009, -4.81349287895E-001, +0.00000000000E+000
+1.24020700000E+009, -4.83750139999E-001, +0.00000000000E+000
+1.24270681250E+009, -4.85544791164E-001, +0.00000000000E+000
+1.24520662500E+009, -4.88321410758E-001, +0.00000000000E+000
+1.24770643750E+009, -4.88565330763E-001, +0.00000000000E+000
+1.25020625000E+009, -4.91061079963E-001, +0.00000000000E+000
+1.25270606250E+009, -4.91744284332E-001, +0.00000000000E+000
+1.25520587500E+009, -4.93810537749E-001, +0.00000000000E+000
+1.25770568750E+009, -4.96107900280E-001, +0.00000000000E+000
+1.26020550000E+009, -4.96311618031E-001, +0.00000000000E+000
+1.26270531250E+009, -4.98230857925E-001, +0.00000000000E+000
+1.26520512500E+009, -5.01008201449E-001, +0.00000000000E+000
+1.26770493750E+009, -5.02197892248E-001, +0.00000000000E+000
+1.27020475000E+009, -5.02894180449E-001, +0.00000000000E+000
+1.27270456250E+009, -5.03993741691E-001, +0.00000000000E+000
+1.27520437500E+009, -5.05989745169E-001, +0.00000000000E+000
+1.27770418750E+009, -5.08567522772E-001, +0.00000000000E+000
+1.28020400000E+009, -5.08976009284E-001, +0.00000000000E+000
+1.28270381250E+009, -5.09786454734E-001, +0.00000000000E+000
+1.28520362500E+009, -5.10294511715E-001, +0.00000000000E+000
+1.28770343750E+009, -5.12589178520E-001, +0.00000000000E+000
+1.29020325000E+009, -5.15199532829E-001, +0.00000000000E+000
+1.29270306250E+009, -5.15463307679E-001, +0.00000000000E+000
+1.29520287500E+009, -5.13500832072E-001, +0.00000000000E+000
+1.29770268750E+009, -5.16737557748E-001, +0.00000000000E+000
+1.30020250000E+009, -5.18027870665E-001, +0.00000000000E+000
+1.30270231250E+009, -5.17718181044E-001, +0.00000000000E+000
+1.30520212500E+009, -5.19201618888E-001, +0.00000000000E+000
+1.30770193750E+009, -5.22982203851E-001, +0.00000000000E+000
+1.31020175000E+009, -5.22258672179E-001, +0.00000000000E+000
+1.31270156250E+009, -5.24344257514E-001, +0.00000000000E+000
+1.31520137500E+009, -5.24666555427E-001, +0.00000000000E+000
+1.31770118750E+009, -5.24586401136E-001, +0.00000000000E+000
+1.32020100000E+009, -5.27172480402E-001, +0.00000000000E+000
+1.32270081250E+009, -5.28204768661E-001, +0.00000000000E+000
+1.32520062500E+009, -5.28725493633E-001, +0.00000000000E+000
+1.32770043750E+009, -5.31186861780E-001, +0.00000000000E+000
+1.33020025000E+009, -5.32604221720E-001, +0.00000000000E+000
+1.33270006250E+009, -5.32727874597E-001, +0.00000000000E+000
+1.33519987500E+009, -5.33576384858E-001, +0.00000000000E+000
+1.33769968750E+009, -5.34406526371E-001, +0.00000000000E+000
+1.34019950000E+009, -5.36248898566E-001, +0.00000000000E+000
+1.34269931250E+009, -5.37046908938E-001, +0.00000000000E+000
+1.34519912500E+009, -5.39198643271E-001, +0.00000000000E+000
+1.34769893750E+009, -5.40112545136E-001, +0.00000000000E+000
+1.35019875000E+009, -5.41617327670E-001, +0.00000000000E+000
+1.35269856250E+009, -5.42625014917E-001, +0.00000000000E+000
+1.35519837500E+009, -5.42637036454E-001, +0.00000000000E+000
+1.35769818750E+009, -5.45859986899E-001, +0.00000000000E+000
+1.36019800000E+009, -5.45546202536E-001, +0.00000000000E+000
+1.36269781250E+009, -5.47273545535E-001, +0.00000000000E+000
+1.36519762500E+009, -5.48525603405E-001, +0.00000000000E+000
+1.36769743750E+009, -5.50151999363E-001, +0.00000000000E+000
+1.37019725000E+009, -5.50645262277E-001, +0.00000000000E+000
+1.37269706250E+009, -5.51850635324E-001, +0.00000000000E+000
+1.37519687500E+009, -5.52513001034E-001, +0.00000000000E+000
+1.37769668750E+009, -5.54987413051E-001, +0.00000000000E+000
+1.38019650000E+009, -5.56253409995E-001, +0.00000000000E+000
+1.38269631250E+009, -5.54953548096E-001, +0.00000000000E+000
+1.38519612500E+009, -5.58156802479E-001, +0.00000000000E+000
+1.38769593750E+009, -5.58050252520E-001, +0.00000000000E+000
+1.39019575000E+009, -5.58805631330E-001, +0.00000000000E+000
+1.39269556250E+009, -5.59356262009E-001, +0.00000000000E+000
+1.39519537500E+009, -5.62989755971E-001, +0.00000000000E+000
+1.39769518750E+009, -5.62862307413E-001, +0.00000000000E+000
+1.40019500000E+009, -5.62869555309E-001, +0.00000000000E+000
+1.40269481250E+009, -5.64078978835E-001, +0.00000000000E+000
+1.40519462500E+009, -5.65870183991E-001, +0.00000000000E+000
+1.40769443750E+009, -5.65502840351E-001, +0.00000000000E+000
+1.41019425000E+009, -5.67157555476E-001, +0.00000000000E+000
+1.41269406250E+009, -5.67681226217E-001, +0.00000000000E+000
+1.41519387500E+009, -5.68711593331E-001, +0.00000000000E+000
+1.41769368750E+009, -5.69389654415E-001, +0.00000000000E+000
+1.42019350000E+009, -5.69106996478E-001, +0.00000000000E+000
+1.42269331250E+009, -5.69960276852E-001, +0.00000000000E+000
+1.42519312500E+009, -5.71799997513E-001, +0.00000000000E+000
+1.42769293750E+009, -5.72634901797E-001, +0.00000000000E+000
+1.43019275000E+009, -5.73040636056E-001, +0.00000000000E+000
+1.43269256250E+009, -5.72958687689E-001, +0.00000000000E+000
+1.43519237500E+009, -5.74141539824E-001, +0.00000000000E+000
+1.43769218750E+009, -5.74592817711E-001, +0.00000000000E+000
+1.44019200000E+009, -5.73865797844E-001, +0.00000000000E+000
+1.44269181250E+009, -5.75106977763E-001, +0.00000000000E+000
+1.44519162500E+009, -5.76689592706E-001, +0.00000000000E+000
+1.44769143750E+009, -5.76765443596E-001, +0.00000000000E+000
+1.45019125000E+009, -5.78453151050E-001, +0.00000000000E+000
+1.45269106250E+009, -5.79272914569E-001, +0.00000000000E+000
+1.45519087500E+009, -5.80698062209E-001, +0.00000000000E+000
+1.45769068750E+009, -5.79894418645E-001, +0.00000000000E+000
+1.46019050000E+009, -5.80494541140E-001, +0.00000000000E+000
+1.46269031250E+009, -5.81392417075E-001, +0.00000000000E+000
+1.46519012500E+009, -5.82441536493E-001, +0.00000000000E+000
+1.46768993750E+009, -5.83428779738E-001, +0.00000000000E+000
+1.47018975000E+009, -5.83193219096E-001, +0.00000000000E+000
+1.47268956250E+009, -5.84094592401E-001, +0.00000000000E+000
+1.47518937500E+009, -5.84466541758E-001, +0.00000000000E+000
+1.47768918750E+009, -5.86015935181E-001, +0.00000000000E+000
+1.48018900000E+009, -5.86477218284E-001, +0.00000000000E+000
+1.48268881250E+009, -5.87512143658E-001, +0.00000000000E+000
+1.48518862500E+009, -5.88574381930E-001, +0.00000000000E+000
+1.48768843750E+009, -5.89097102874E-001, +0.00000000000E+000
+1.49018825000E+009, -5.90237433676E-001, +0.00000000000E+000
+1.49268806250E+009, -5.87972491164E-001, +0.00000000000E+000
+1.49518787500E+009, -5.88506148268E-001, +0.00000000000E+000
+1.49768768750E+009, -5.89504788964E-001, +0.00000000000E+000
+1.50018750000E+009, -5.89297747791E-001, +0.00000000000E+000
+1.50268731250E+009, -5.90713674366E-001, +0.00000000000E+000
+1.50518712500E+009, -5.90935462863E-001, +0.00000000000E+000
+1.50768693750E+009, -5.91465991617E-001, +0.00000000000E+000
+1.51018675000E+009, -5.92191782340E-001, +0.00000000000E+000
+1.51268656250E+009, -5.92535193918E-001, +0.00000000000E+000
+1.51518637500E+009, -5.92338411212E-001, +0.00000000000E+000
+1.51768618750E+009, -5.94112885811E-001, +0.00000000000E+000
+1.52018600000E+009, -5.94681802511E-001, +0.00000000000E+000
+1.52268581250E+009, -5.93651372299E-001, +0.00000000000E+000
+1.52518562500E+009, -5.93781401638E-001, +0.00000000000E+000
+1.52768543750E+009, -5.94296185832E-001, +0.00000000000E+000
+1.53018525000E+009, -5.93280055480E-001, +0.00000000000E+000
+1.53268506250E+009, -5.94935689903E-001, +0.00000000000E+000
+1.53518487500E+009, -5.93549622912E-001, +0.00000000000E+000
+1.53768468750E+009, -5.93790931190E-001, +0.00000000000E+000
+1.54018450000E+009, -5.93314655550E-001, +0.00000000000E+000
+1.54268431250E+009, -5.94410391691E-001, +0.00000000000E+000
+1.54518412500E+009, -5.95339034522E-001, +0.00000000000E+000
+1.54768393750E+009, -5.94378335675E-001, +0.00000000000E+000
+1.55018375000E+009, -5.94588337547E-001, +0.00000000000E+000
+1.55268356250E+009, -5.96505518676E-001, +0.00000000000E+000
+1.55518337500E+009, -5.95704794752E-001, +0.00000000000E+000
+1.55768318750E+009, -5.96775518727E-001, +0.00000000000E+000
+1.56018300000E+009, -5.97253163083E-001, +0.00000000000E+000
+1.56268281250E+009, -5.96641370419E-001, +0.00000000000E+000
+1.56518262500E+009, -5.96530341210E-001, +0.00000000000E+000
+1.56768243750E+009, -5.96626385428E-001, +0.00000000000E+000
+1.57018225000E+009, -5.97251658262E-001, +0.00000000000E+000
+1.57268206250E+009, -5.96824838001E-001, +0.00000000000E+000
+1.57518187500E+009, -5.99393992559E-001, +0.00000000000E+000
+1.57768168750E+009, -5.96893144741E-001, +0.00000000000E+000
+1.58018150000E+009, -5.98619584371E-001, +0.00000000000E+000
+1.58268131250E+009, -5.98546420879E-001, +0.00000000000E+000
+1.58518112500E+009, -5.99479925510E-001, +0.00000000000E+000
+1.58768093750E+009, -5.99927650662E-001, +0.00000000000E+000
+1.59018075000E+009, -5.99173409963E-001, +0.00000000000E+000
+1.59268056250E+009, -5.99249045038E-001, +0.00000000000E+000
+1.59518037500E+009, -5.99302847232E-001, +0.00000000000E+000
+1.59768018750E+009, -5.99524586167E-001, +0.00000000000E+000
+1.60018000000E+009, -6.02036269027E-001, +0.00000000000E+000
+1.60267981250E+009, -6.01576395363E-001, +0.00000000000E+000
+1.60517962500E+009, -6.01943380745E-001, +0.00000000000E+000
+1.60767943750E+009, -6.01634260525E-001, +0.00000000000E+000
+1.61017925000E+009, -6.04277408963E-001, +0.00000000000E+000
+1.61267906250E+009, -6.02989946157E-001, +0.00000000000E+000
+1.61517887500E+009, -6.02919749291E-001, +0.00000000000E+000
+1.61767868750E+009, -6.05708255336E-001, +0.00000000000E+000
+1.62017850000E+009, -6.05216825705E-001, +0.00000000000E+000
+1.62267831250E+009, -6.05482647016E-001, +0.00000000000E+000
+1.62517812500E+009, -6.04231317734E-001, +0.00000000000E+000
+1.62767793750E+009, -6.06491114366E-001, +0.00000000000E+000
+1.63017775000E+009, -6.07023833142E-001, +0.00000000000E+000
+1.63267756250E+009, -6.06459010284E-001, +0.00000000000E+000
+1.63517737500E+009, -6.07160802765E-001, +0.00000000000E+000
+1.63767718750E+009, -6.08124569136E-001, +0.00000000000E+000
+1.64017700000E+009, -6.09338551644E-001, +0.00000000000E+000
+1.64267681250E+009, -6.09480062004E-001, +0.00000000000E+000
+1.64517662500E+009, -6.09344885905E-001, +0.00000000000E+000
+1.64767643750E+009, -6.09056549534E-001, +0.00000000000E+000
+1.65017625000E+009, -6.10722654991E-001, +0.00000000000E+000
+1.65267606250E+009, -6.10819311661E-001, +0.00000000000E+000
+1.65517587500E+009, -6.11481116683E-001, +0.00000000000E+000
+1.65767568750E+009, -6.11318867581E-001, +0.00000000000E+000
+1.66017550000E+009, -6.12503407135E-001, +0.00000000000E+000
+1.66267531250E+009, -6.13569187562E-001, +0.00000000000E+000
+1.66517512500E+009, -6.15066464939E-001, +0.00000000000E+000
+1.66767493750E+009, -6.15748290078E-001, +0.00000000000E+000
+1.67017475000E+009, -6.15808550678E-001, +0.00000000000E+000
+1.67267456250E+009, -6.15982778855E-001, +0.00000000000E+000
+1.67517437500E+009, -6.17397246866E-001, +0.00000000000E+000
+1.67767418750E+009, -6.18507890721E-001, +0.00000000000E+000
+1.68017400000E+009, -6.18674796379E-001, +0.00000000000E+000
+1.68267381250E+009, -6.19543064048E-001, +0.00000000000E+000
+1.68517362500E+009, -6.19403951497E-001, +0.00000000000E+000
+1.68767343750E+009, -6.20985225680E-001, +0.00000000000E+000
+1.69017325000E+009, -6.20885628626E-001, +0.00000000000E+000
+1.69267306250E+009, -6.20804101782E-001, +0.00000000000E+000
+1.69517287500E+009, -6.21315744077E-001, +0.00000000000E+000
+1.69767268750E+009, -6.23438177828E-001, +0.00000000000E+000
+1.70017250000E+009, -6.22536056588E-001, +0.00000000000E+000
+1.70267231250E+009, -6.22272025186E-001, +0.00000000000E+000
+1.70517212500E+009, -6.23527197528E-001, +0.00000000000E+000
+1.70767193750E+009, -6.23042543477E-001, +0.00000000000E+000
+1.71017175000E+009, -6.24424735471E-001, +0.00000000000E+000
+1.71267156250E+009, -6.24287316550E-001, +0.00000000000E+000
+1.71517137500E+009, -6.24260694699E-001, +0.00000000000E+000
+1.71767118750E+009, -6.25160767398E-001, +0.00000000000E+000
+1.72017100000E+009, -6.25928585180E-001, +0.00000000000E+000
+1.72267081250E+009, -6.27220392053E-001, +0.00000000000E+000
+1.72517062500E+009, -6.26474543698E-001, +0.00000000000E+000
+1.72767043750E+009, -6.26685881881E-001, +0.00000000000E+000
+1.73017025000E+009, -6.26646225678E-001, +0.00000000000E+000
+1.73267006250E+009, -6.28233271738E-001, +0.00000000000E+000
+1.73516987500E+009, -6.26937873540E-001, +0.00000000000E+000
+1.73766968750E+009, -6.27026842395E-001, +0.00000000000E+000
+1.74016950000E+009, -6.26087594023E-001, +0.00000000000E+000
+1.74266931250E+009, -6.28370422057E-001, +0.00000000000E+000
+1.74516912500E+009, -6.27446712188E-001, +0.00000000000E+000
+1.74766893750E+009, -6.29058021766E-001, +0.00000000000E+000
+1.75016875000E+009, -6.26434587217E-001, +0.00000000000E+000
+1.75266856250E+009, -6.27104213160E-001, +0.00000000000E+000
+1.75516837500E+009, -6.27654174447E-001, +0.00000000000E+000
+1.75766818750E+009, -6.27620528293E-001, +0.00000000000E+000
+1.76016800000E+009, -6.26870055280E-001, +0.00000000000E+000
+1.76266781250E+009, -6.26581402971E-001, +0.00000000000E+000
+1.76516762500E+009, -6.27542567204E-001, +0.00000000000E+000
+1.76766743750E+009, -6.26020464027E-001, +0.00000000000E+000
+1.77016725000E+009, -6.25500712686E-001, +0.00000000000E+000
+1.77266706250E+009, -6.27212591838E-001, +0.00000000000E+000
+1.77516687500E+009, -6.26488469762E-001, +0.00000000000E+000
+1.77766668750E+009, -6.28177695488E-001, +0.00000000000E+000
+1.78016650000E+009, -6.25945302986E-001, +0.00000000000E+000
+1.78266631250E+009, -6.26184685512E-001, +0.00000000000E+000
+1.78516612500E+009, -6.25795301825E-001, +0.00000000000E+000
+1.78766593750E+009, -6.26607941547E-001, +0.00000000000E+000
+1.79016575000E+009, -6.27362264943E-001, +0.00000000000E+000
+1.79266556250E+009, -6.24666259949E-001, +0.00000000000E+000
+1.79516537500E+009, -6.25957871394E-001, +0.00000000000E+000
+1.79766518750E+009, -6.24720126140E-001, +0.00000000000E+000
+1.80016500000E+009, -6.25861416807E-001, +0.00000000000E+000
+1.80266481250E+009, -6.25737669111E-001, +0.00000000000E+000
+1.80516462500E+009, -6.26703826196E-001, +0.00000000000E+000
+1.80766443750E+009, -6.27235224084E-001, +0.00000000000E+000
+1.81016425000E+009, -6.28576632569E-001, +0.00000000000E+000
+1.81266406250E+009, -6.28389341115E-001, +0.00000000000E+000
+1.81516387500E+009, -6.28947946286E-001, +0.00000000000E+000
+1.81766368750E+009, -6.28608626053E-001, +0.00000000000E+000
+1.82016350000E+009, -6.31541693135E-001, +0.00000000000E+000
+1.82266331250E+009, -6.30346498002E-001, +0.00000000000E+000
+1.82516312500E+009, -6.31574415844E-001, +0.00000000000E+000
+1.82766293750E+009, -6.32117685772E-001, +0.00000000000E+000
+1.83016275000E+009, -6.33694880647E-001, +0.00000000000E+000
+1.83266256250E+009, -6.33483207593E-001, +0.00000000000E+000
+1.83516237500E+009, -6.35229659839E-001, +0.00000000000E+000
+1.83766218750E+009, -6.34923674858E-001, +0.00000000000E+000
+1.84016200000E+009, -6.36070301993E-001, +0.00000000000E+000
+1.84266181250E+009, -6.38693880052E-001, +0.00000000000E+000
+1.84516162500E+009, -6.36908295577E-001, +0.00000000000E+000
+1.84766143750E+009, -6.37112754476E-001, +0.00000000000E+000
+1.85016125000E+009, -6.37538098496E-001, +0.00000000000E+000
+1.85266106250E+009, -6.39233038981E-001, +0.00000000000E+000
+1.85516087500E+009, -6.40760684208E-001, +0.00000000000E+000
+1.85766068750E+009, -6.40255583102E-001, +0.00000000000E+000
+1.86016050000E+009, -6.41004444634E-001, +0.00000000000E+000
+1.86266031250E+009, -6.41595974071E-001, +0.00000000000E+000
+1.86516012500E+009, -6.43384822686E-001, +0.00000000000E+000
+1.86765993750E+009, -6.42770191162E-001, +0.00000000000E+000
+1.87015975000E+009, -6.44054248931E-001, +0.00000000000E+000
+1.87265956250E+009, -6.44500322186E-001, +0.00000000000E+000
+1.87515937500E+009, -6.46167058585E-001, +0.00000000000E+000
+1.87765918750E+009, -6.45366831602E-001, +0.00000000000E+000
+1.88015900000E+009, -6.45558930811E-001, +0.00000000000E+000
+1.88265881250E+009, -6.47615970112E-001, +0.00000000000E+000
+1.88515862500E+009, -6.46567202193E-001, +0.00000000000E+000
+1.88765843750E+009, -6.47165407199E-001, +0.00000000000E+000
+1.89015825000E+009, -6.46600484931E-001, +0.00000000000E+000
+1.89265806250E+009, -6.48644378047E-001, +0.00000000000E+000
+1.89515787500E+009, -6.47637665369E-001, +0.00000000000E+000
+1.89765768750E+009, -6.50811428662E-001, +0.00000000000E+000
+1.90015750000E+009, -6.48842076559E-001, +0.00000000000E+000
+1.90265731250E+009, -6.49834192393E-001, +0.00000000000E+000
+1.90515712500E+009, -6.49093157235E-001, +0.00000000000E+000
+1.90765693750E+009, -6.50363166002E-001, +0.00000000000E+000
+1.91015675000E+009, -6.50754137528E-001, +0.00000000000E+000
+1.91265656250E+009, -6.52669206611E-001, +0.00000000000E+000
+1.91515637500E+009, -6.52036790410E-001, +0.00000000000E+000
+1.91765618750E+009, -6.52515796949E-001, +0.00000000000E+000
+1.92015600000E+009, -6.49680951753E-001, +0.00000000000E+000
+1.92265581250E+009, -6.53352884652E-001, +0.00000000000E+000
+1.92515562500E+009, -6.53110415998E-001, +0.00000000000E+000
+1.92765543750E+009, -6.53465788147E-001, +0.00000000000E+000
+1.93015525000E+009, -6.53236902967E-001, +0.00000000000E+000
+1.93265506250E+009, -6.53516231845E-001, +0.00000000000E+000
+1.93515487500E+009, -6.52938160238E-001, +0.00000000000E+000
+1.93765468750E+009, -6.54192041041E-001, +0.00000000000E+000
+1.94015450000E+009, -6.53858085954E-001, +0.00000000000E+000
+1.94265431250E+009, -6.51076628682E-001, +0.00000000000E+000
+1.94515412500E+009, -6.53516841659E-001, +0.00000000000E+000
+1.94765393750E+009, -6.53376066236E-001, +0.00000000000E+000
+1.95015375000E+009, -6.53269129535E-001, +0.00000000000E+000
+1.95265356250E+009, -6.51682344711E-001, +0.00000000000E+000
+1.95515337500E+009, -6.53652877742E-001, +0.00000000000E+000
+1.95765318750E+009, -6.55540517486E-001, +0.00000000000E+000
+1.96015300000E+009, -6.54563356843E-001, +0.00000000000E+000
+1.96265281250E+009, -6.53785579998E-001, +0.00000000000E+000
+1.96515262500E+009, -6.52747769955E-001, +0.00000000000E+000
+1.96765243750E+009, -6.53495261028E-001, +0.00000000000E+000
+1.97015225000E+009, -6.52587908484E-001, +0.00000000000E+000
+1.97265206250E+009, -6.55971601350E-001, +0.00000000000E+000
+1.97515187500E+009, -6.54050552711E-001, +0.00000000000E+000
+1.97765168750E+009, -6.57011018369E-001, +0.00000000000E+000
+1.98015150000E+009, -6.56409651209E-001, +0.00000000000E+000
+1.98265131250E+009, -6.57555240295E-001, +0.00000000000E+000
+1.98515112500E+009, -6.58108299526E-001, +0.00000000000E+000
+1.98765093750E+009, -6.58942077840E-001, +0.00000000000E+000
+1.99015075000E+009, -6.57941532856E-001, +0.00000000000E+000
+1.99265056250E+009, -6.61750754112E-001, +0.00000000000E+000
+1.99515037500E+009, -6.62471923720E-001, +0.00000000000E+000
+1.99765018750E+009, -6.62024273657E-001, +0.00000000000E+000
+2.00015000000E+009, -6.63042833534E-001, +0.00000000000E+000
+2.00264981250E+009, -6.64001387988E-001, +0.00000000000E+000
+2.00514962500E+009, -6.64068892181E-001, +0.00000000000E+000
+2.00764943750E+009, -6.66638898605E-001, +0.00000000000E+000
+2.01014925000E+009, -6.66334653852E-001, +0.00000000000E+000
+2.01264906250E+009, -6.66570331449E-001, +0.00000000000E+000
+2.01514887500E+009, -6.68377986649E-001, +0.00000000000E+000
+2.01764868750E+009, -6.69376059822E-001, +0.00000000000E+000
+2.02014850000E+009, -6.72177236630E-001, +0.00000000000E+000
+2.02264831250E+009, -6.72650093366E-001, +0.00000000000E+000
+2.02514812500E+009, -6.74684962376E-001, +0.00000000000E+000
+2.02764793750E+009, -6.76539249302E-001, +0.00000000000E+000
+2.03014775000E+009, -6.77763183850E-001, +0.00000000000E+000
+2.03264756250E+009, -6.79475545830E-001, +0.00000000000E+000
+2.03514737500E+009, -6.79804769963E-001, +0.00000000000E+000
+2.03764718750E+009, -6.81417902176E-001, +0.00000000000E+000
+2.04014700000E+009, -6.83757501079E-001, +0.00000000000E+000
+2.04264681250E+009, -6.87091305200E-001, +0.00000000000E+000
+2.04514662500E+009, -6.88021282966E-001, +0.00000000000E+000
+2.04764643750E+009, -6.88654590923E-001, +0.00000000000E+000
+2.05014625000E+009, -6.89919714881E-001, +0.00000000000E+000
+2.05264606250E+009, -6.91177221324E-001, +0.00000000000E+000
+2.05514587500E+009, -6.94692895077E-001, +0.00000000000E+000
+2.05764568750E+009, -6.97533245068E-001, +0.00000000000E+000
+2.06014550000E+009, -6.99471866245E-001, +0.00000000000E+000
+2.06264531250E+009, -7.01046153876E-001, +0.00000000000E+000
+2.06514512500E+009, -7.01830892595E-001, +0.00000000000E+000
+2.06764493750E+009, -7.06588258341E-001, +0.00000000000E+000
+2.07014475000E+009, -7.08210162445E-001, +0.00000000000E+000
+2.07264456250E+009, -7.08860686312E-001, +0.00000000000E+000
+2.07514437500E+009, -7.13136516875E-001, +0.00000000000E+000
+2.07764418750E+009, -7.14182476950E-001, +0.00000000000E+000
+2.08014400000E+009, -7.16933859197E-001, +0.00000000000E+000
+2.08264381250E+009, -7.19946140128E-001, +0.00000000000E+000
+2.08514362500E+009, -7.22493883790E-001, +0.00000000000E+000
+2.08764343750E+009, -7.24826864964E-001, +0.00000000000E+000
+2.09014325000E+009, -7.27906053010E-001, +0.00000000000E+000
+2.09264306250E+009, -7.29459724351E-001, +0.00000000000E+000
